 X,Y
400.156833449858,82.0230258423578
400.638950116665,81.5624188001152
401.121066783472,80.9056411507246
401.603183450279,80.0511154517513
402.085300117086,79.0393228168925
402.567416783893,77.9409902891985
403.0495334507,76.8366164636871
403.531650117507,75.7926508497036
404.013766784315,74.8712924030138
404.495883451122,74.1374572230154
404.978000117929,73.6613541615684
405.460116784736,73.519069339836
405.942233451543,73.7508339164051
406.42435011835,74.3263990058927
406.906466785157,75.1286622049165
407.388583451964,75.9893156192578
407.870700118771,76.7458623566526
408.352816785578,77.2778458272174
408.834933452385,77.5135770929726
409.317050119192,77.4851785652198
409.799166785999,77.341340413993
410.281283452806,77.0233937448318
410.763400119613,76.6581699400158
411.24551678642,76.3033359590191
411.727633453227,75.8916307612058
412.209750120034,75.506488111868
412.691866786842,75.0920780390843
413.173983453649,74.8139401839145
413.656100120456,74.7283930631066
414.138216787263,74.8456145842276
414.62033345407,75.1811985131681
415.102450120877,75.5859870280004
415.584566787684,75.9912606246697
416.066683454491,76.2939013735319
416.548800121298,76.3468126624437
417.030916788105,76.2204606966378
417.513033454912,75.8347611754064
417.995150121719,75.4822080986304
418.477266788526,75.1807227906614
418.959383455333,75.2209607253633
419.44150012214,75.5011655877601
419.923616788947,76.1002472068493
420.405733455754,77.0116750367775
420.887850122562,78.3317939719072
421.369966789369,79.8994562161826
421.852083456176,81.5668633256035
422.334200122983,83.5978672133864
422.81631678979,85.4179509199689
423.298433456597,86.9837779343794
423.780550123404,88.1797626655207
424.262666790211,88.9420080966965
424.744783457018,89.4123014369389
425.226900123825,89.6589812695768
425.709016790632,89.8924632191881
426.191133457439,90.1673712068832
426.673250124246,90.5916670834384
427.155366791053,91.1642391897962
427.63748345786,91.8209608432374
428.119600124667,92.4389454872354
428.601716791474,92.8673043531453
429.083833458282,93.1418901557497
429.565950125089,93.1646661269593
430.048066791896,92.9889234621062
430.530183458703,92.5396007156879
431.01230012551,92.0307200175109
431.494416792317,91.5004647644019
431.976533459124,90.9488957874613
432.458650125931,90.5409973910332
432.940766792738,90.2420021449697
433.422883459545,90.0326898739395
433.905000126352,89.9545493428652
434.387116793159,89.8622140503441
434.869233459966,89.7740829385824
435.351350126773,89.660491730457
435.83346679358,89.4186595029973
436.315583460387,89.0058446285991
436.797700127194,88.7442367126778
437.279816794001,88.5263923173533
437.761933460809,88.1871217100313
438.244050127616,87.6913394615641
438.726166794423,87.2109595798461
439.20828346123,86.7587272850195
439.690400128037,86.3233243219458
440.172516794844,86.0920448166229
