X,Y
400.156853109621,80.3986399469652
400.638969800115,81.6062792366964
401.121086490608,81.9902856546924
401.603203181102,81.618117648431
402.085319871595,80.7556794814156
402.567436562089,79.8056618274018
403.049553252582,79.1288318099717
403.531669943076,78.9466687890587
404.013786633569,79.3121514567679
404.495903324063,80.1680565424639
404.978020014556,81.3957393263131
405.46013670505,82.8119492880254
405.942253395543,84.1786330917497
406.424370086037,85.2274601908843
406.90648677653,85.7816036290629
407.388603467024,85.822815721353
407.870720157517,85.4596467362882
408.352836848011,84.872722414507
408.834953538504,84.2729206312668
409.317070228998,83.9160621024402
409.799186919491,84.0483310658675
410.281303609985,84.8411912067035
410.763420300478,86.3334217283044
411.245536990972,88.4173140407481
411.727653681465,90.8891698932008
412.209770371959,93.4705339230847
412.691887062453,95.8394601953719
413.174003752946,97.6120449092818
413.65612044344,98.4497641647696
414.138237133933,98.2524091883291
414.620353824427,97.2219766311834
415.10247051492,95.7550523814488
415.584587205414,94.2152066981192
416.066703895907,92.8702113984472
416.548820586401,91.8736241141564
417.030937276894,91.3048205580891
417.513053967388,91.2056925631727
417.995170657881,91.5538338391701
418.477287348375,92.2418011399942
418.959404038868,93.0787519780245
419.441520729362,93.8710537488027
419.923637419855,94.4798982050895
420.405754110349,94.8218980847781
420.887870800842,94.8654993253503
421.369987491336,94.6217132174085
421.852104181829,94.1496482021367
422.334220872323,93.5463858014121
422.816337562816,92.9246630162967
423.29845425331,92.383212357532
423.780570943803,91.9788956007672
424.262687634297,91.7314889934388
424.74480432479,91.6273336544491
425.226921015284,91.6370698988004
425.709037705778,91.7347547136379
426.191154396271,91.9159344027993
426.673271086765,92.1971797437061
427.155387777258,92.6052033373046
427.637504467752,93.1534043626694
428.119621158245,93.8255127747375
428.601737848739,94.5659021677077
429.083854539232,95.2911723160669
429.565971229726,95.9173148953275
430.048087920219,96.3868592178522
430.530204610713,96.6937962143322
431.012321301206,96.8716987848424
431.4944379917,96.9668265914297
431.976554682193,97.0058414040754
432.458671372687,96.9840624296425
432.94078806318,96.8716512500407
433.422904753674,96.6400981782607
433.905021444167,96.2835106175478
434.387138134661,95.8282568756028
434.869254825154,95.317109200871
435.351371515648,94.7915120582711
435.833488206141,94.2699756881957
436.315604896635,93.7437817982795
436.797721587128,93.1859528276736
437.279838277622,92.5731847034752
437.761954968116,91.9067580367915
438.244071658609,91.2194224716287
438.726188349103,90.5666326286176
439.208305039596,90.0097799931021
439.69042173009,89.6081664830711
440.172538420583,89.3993563256709
440.654655111077,89.3921914561348
441.13677180157,89.5600041656875
441.618888492064,89.8491150466612
442.101005182557,90.1949064176652
442.583121873051,90.542904897169
443.065238563544,90.8644373344653
443.547355254038,91.1496282868127
444.029471944531,91.3955621594659
444.511588635025,91.5939228647676
444.993705325518,91.7232237012762
445.475822016012,91.7514813818826
445.957938706505,91.6463251503211
446.440055396999,91.3770297333452
446.922172087492,90.9208831134082
447.404288777986,90.2651184480181
447.886405468479,89.4090058698854
448.368522158973,88.3710277524793
448.850638849466,87.1908444628297
449.33275553996,85.931893587467
